Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,3311.91,3,0.0,496.7865
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Furniture,Bookcases,738.3984,2,0.32,-76.0116
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Labels,35.088,2,0.2,3.9474
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Technology,Copiers,1319.976,1,0.2,164.997
Standard Class,Home Office,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,194.35200000000003,1,0.2,-12.9568
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,99.84,5,0.8,-49.92
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,42.263999999999996,3,0.2,4.9308
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,33.480000000000004,2,0.0,2.79
Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Tables,2688.984,9,0.2,22.4082
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,567.0,1,0.0,68.04
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,161.946,3,0.4,-10.7964
Standard Class,Corporate,United States,Redmond,Oregon,97756,West,Furniture,Tables,531.675,5,0.5,-120.513
Standard Class,Consumer,United States,Citrus Heights,California,95610,West,Furniture,Furnishings,388.16999999999996,3,0.0,54.3438
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,162.96,4,0.0,0.5432
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,13103.687999999998,13,0.2,327.5922
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,148.704,2,0.2,15.49
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Appliances,484.12800000000004,6,0.2,12.1032
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Furniture,Furnishings,8.352,2,0.2,0.4176
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,26.160000000000004,5,0.2,2.943
Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,11.736,1,0.2,1.0269
Same Day,Consumer,United States,The Colony,Texas,75056,Central,Office Supplies,Envelopes,179.256,7,0.2,19.4194
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,191.76,4,0.0,3.196
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,1151.8799999999999,5,0.2,38.396
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,23.256,3,0.2,2.8101
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,100.704,2,0.2,11.7488
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,1999.0320000000002,7,0.2,66.6344
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,1721.1839999999997,4,0.2,-64.5444
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,65.80799999999999,3,0.2,8.226
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,58.32000000000001,3,0.0,9.3312
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,1343.904,4,0.2,139.99
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,50.34,2,0.0,4.195
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,62.88,2,0.0,5.24
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,266.256,3,0.2,27.735
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,912.69,3,0.0,9.1269
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,503.58000000000004,2,0.0,78.8942
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Furnishings,247.14,6,0.0,25.5378
Second Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,71.928,3,0.2,-5.6943
Second Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,99.87,1,0.0,7.9896
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,44.856,2,0.7,-11.9616
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Technology,Phones,971.9460000000001,3,0.4,-80.9955
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,6.8580000000000005,2,0.7,-1.6764
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Art,43.056,3,0.2,0.897
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Technology,Accessories,215.928,3,0.2,0.8997
First Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,27.630000000000003,3,0.0,2.3025
First Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,54.0,5,0.0,8.28
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,128.79,9,0.0,19.3185
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Paper,46.656,3,0.2,5.4432
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Appliances,53.760000000000005,5,0.2,1.12
Standard Class,Consumer,United States,Redmond,Washington,98052,West,Technology,Accessories,59.97,1,0.0,6.7966
Standard Class,Consumer,United States,Redmond,Washington,98052,West,Office Supplies,Binders,68.76,5,0.2,8.022
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Technology,Accessories,152.64000000000001,6,0.2,14.628
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Envelopes,81.936,2,0.2,9.2178
Standard Class,Consumer,United States,Bullhead City,Arizona,86442,West,Office Supplies,Envelopes,23.759999999999998,1,0.2,2.772
Standard Class,Consumer,United States,Bullhead City,Arizona,86442,West,Furniture,Furnishings,43.104,2,0.2,3.9512
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,323.90999999999997,3,0.0,22.6737
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,341.46,3,0.0,53.4954
Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Office Supplies,Paper,15.552,1,0.2,1.8144
Same Day,Consumer,United States,Portage,Indiana,46368,Central,Office Supplies,Art,48.84,2,0.0,6.512
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,1633.1399999999999,3,0.0,157.8702
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,59.47200000000001,6,0.2,6.6906
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,1972.5120000000002,6,0.2,-131.5008
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,298.62,2,0.0,10.9494
First Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,599.88,4,0.0,85.9828
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Chairs,1895.346,2,0.1,140.396
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Furniture,Furnishings,182.16,3,0.0,26.1096
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,62.172,2,0.7,-15.1976
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,1247.616,8,0.2,-41.5872
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,50.304,2,0.2,1.4672
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,81.36,2,0.2,-4.746
Second Class,Consumer,United States,Stockton,California,95207,West,Technology,Phones,287.52,4,0.2,34.742
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Paper,38.88,2,0.0,6.2208
Second Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Binders,57.024,8,0.7,-12.672
Second Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Binders,4794.174,7,0.7,-1065.372
Second Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Art,110.88,4,0.2,12.012
Same Day,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,31.104,2,0.2,3.6288
Same Day,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,233.16,1,0.6,-66.062
Same Day,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,1561.3920000000003,2,0.3,-14.8704
First Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,335.88,2,0.0,54.8604
Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Technology,Phones,87.48,3,0.0,8.4564
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,395.82,3,0.0,35.6238
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,77.76,4,0.0,8.2944
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Storage,2114.2799999999997,4,0.0,162.0948
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Fasteners,22.23,3,0.0,3.4827
Second Class,Consumer,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,64.5,10,0.0,7.095
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,31.584000000000003,4,0.2,3.29
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,61.632000000000005,6,0.2,6.42
Standard Class,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Binders,314.70000000000005,5,0.0,50.352
Standard Class,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Art,119.03999999999999,2,0.0,16.2688
Standard Class,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Labels,155.25,5,0.0,24.84
Second Class,Consumer,United States,Elkhart,Indiana,46514,Central,Office Supplies,Art,35.04,2,0.0,5.4896
Second Class,Consumer,United States,Elkhart,Indiana,46514,Central,Technology,Accessories,479.25,5,0.0,11.1825
Standard Class,Corporate,United States,Kent,Ohio,44240,East,Office Supplies,Appliances,311.904,6,0.2,16.8948
Standard Class,Home Office,United States,San Gabriel,California,91776,West,Furniture,Furnishings,909.75,5,0.0,63.6825
Standard Class,Home Office,United States,San Gabriel,California,91776,West,Office Supplies,Appliances,812.1600000000001,3,0.0,78.5088
Standard Class,Home Office,United States,San Gabriel,California,91776,West,Furniture,Chairs,4461.12,5,0.2,148.704
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,52.44,2,0.0,8.2156
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,215.64,2,0.0,32.346
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,181.35000000000002,3,0.0,16.3215
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,759.528,3,0.2,-31.647
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,8.64,5,0.8,-4.464
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,1154.832,4,0.3,-126.4816
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Technology,Phones,460.752,2,0.2,13.4386
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,2740.29,5,0.3,-52.196
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,131.76,4,0.0,11.8584
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,75.096,3,0.2,7.8225
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,140.28,7,0.0,22.4448
First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,551.904,2,0.2,-25.2956
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,3779.91,3,0.0,327.5922
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,206.91,3,0.0,19.3116
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Art,211.10399999999998,2,0.2,6.1572
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,179.88,5,0.2,21.7355
Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,77.952,1,0.2,-5.1968
Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,82.08,3,0.7,-21.888
Standard Class,Corporate,United States,San Diego,California,92024,West,Technology,Phones,1084.128,2,0.2,27.1032
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,516.558,2,0.3,-46.7362
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,207.024,2,0.2,12.0764
Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Envelopes,599.7,5,0.0,89.955
Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,2705.8500000000004,3,0.0,297.6435
Same Day,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,2914.5,5,0.0,252.59
First Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,33.983999999999995,2,0.2,2.5488
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,63.72,3,0.0,8.0712
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,104.39999999999999,3,0.2,2.175
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,116.928,3,0.2,-2.436
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,27.240000000000002,2,0.0,4.086
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,943.6500000000001,3,0.0,150.984
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,14.73,1,0.0,2.3077
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,17.34,2,0.0,2.7166
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,323.82,6,0.0,30.2232
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,58.949999999999996,3,0.0,9.039
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,1853.91,3,0.0,160.6722
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,179.10000000000002,3,0.0,26.865
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,1163.97,1,0.0,182.3553
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,1727.7599999999998,2,0.2,71.99
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Fasteners,91.19999999999999,5,0.0,15.2
Second Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,1434.72,8,0.0,219.9904
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Furniture,Furnishings,572.5440000000001,3,0.2,-21.4704
